"actor_imdb_id","name","gender","birthday","actor_race"
"nm0108165","Jason C. Brewer","m","undefined","-"
"nm0247762","Kyle Eastwood","m","1968-5-19","-"
"nm0650661","George Orrison","m","1929-10-30","-"
"nm0082399","Ken Billeter","m","undefined","-"
"nm0871130","Judy Trask","f","undefined","-"
"nm0871126","David Trask","m","undefined","-"
"nm0231245","Edna Dolson","f","undefined","-"
"nm0566351","Dennis McCool","m","undefined","-"
"nm0690159","Michael C. Pommier","m","undefined","-"
"nm0179935","Jana Corkrean","f","undefined","-"
"nm0786850","M. Jane Seymour","f","undefined","-"
"nm0814634","Karla Jo Soper","f","undefined","-"
"nm0654110","Clive Owen","m","1964-10-3","White"
"nm0015382","Adewale Akinnuoye-Agbaje","m","1967-8-22","Black"
"nm0324658","Walton Goggins","m","1971-11-10","White"
"nm0357979","Josh Hamilton","m","1969-6-9","White"
"nm0346315","Orso Maria Guerrini","m","1943-10-25","-"
"nm0244957","Tim Dutton","m","1964-0-0","-"
"nm0102678","Denis Braccini","m","undefined","-"
"nm0622505","Nicky Naudé","m","undefined","-"
"nm0782966","David Selburg","m","undefined","-"
"nm0330983","Demetri Goritsas","m","undefined","-"
"nm1197341","Russell Levy","m","undefined","-"
"nm0003748","Anthony Green","m","1970-4-4","-"
"nm0756651","Hubert Saint-Macary","m","1949-5-18","-"
"nm0051394","David Bamber","m","1954-9-19","-"
"nm1194135","Gwenaël Clause","m","undefined","-"
"nm0095878","Emanuel Booz","m","undefined","-"
"nm2067347","Philippe Durand","m","undefined","-"
"nm0291569","Vincent Franklin","m","1966-11-3","-"
"nm0291798","Paulette Frantz","f","1929-9-5","-"
"nm0038682","Thierry René","m","1963-0-0","-"
"nm0296563","Roger Frost","m","1948-6-9","-"
"nm1197229","David Gasman","m","1960-9-27","-"
"nm1197236","Harry Gilbert","m","undefined","-"
"nm1036646","Delphine Lanson","f","undefined","-"
"nm0128558","William Cagnard","m","undefined","-"
"nm0855019","Kait Tenison","f","undefined","-"
"nm1193795","Joseph Beddelin","m","undefined","-"
"nm0921468","Rainer Werner","m","undefined","White"
"nm1196682","Katie Thynne","f","undefined","-"
"nm1197344","Aaron Lilly","m","undefined","-"
"nm1193812","Ronald Benefield","m","undefined","-"
"nm1285039","Bradley J. Goode","m","undefined","-"
"nm1197339","Troy Lenhardt","m","undefined","-"
"nm1197380","Joshua McNew","m","undefined","-"
"nm0598922","Joe Montana","m","undefined","White"
"nm1195925","John Pawlikowski","m","undefined","-"
"nm0729742","Michael Rix","m","undefined","-"
"nm1196187","Brad Rizer","m","undefined","-"
"nm1197549","Andrew Webster","m","undefined","-"
"nm1197556","Houston Williams","m","undefined","-"
"nm0340149","Alain Grellier","m","undefined","-"
"nm0377564","Arnaud Henriet","m","undefined","-"
"nm0082229","Jean-Yves Bilien","m","undefined","-"
"nm1195721","Danny Erskine","m","1978-4-4","-"
"nm0202875","Elwin 'Chopper' David","m","undefined","-"
"nm0079016","Roberto Bestazzoni","m","undefined","-"
"nm1974583","Ludovic Boulnois","m","1969-5-1","-"
"nm1097515","Jimmy Jean-Louis","m","1968-8-8","-"
"nm0603381","Eric Moreau","m","1962-4-1","-"
"nm0000458","William Hurt","m","1950-3-20","White"
"nm0000983","Albert Brooks","m","1947-7-22","White"
"nm0000456","Holly Hunter","f","1958-3-20","White"
"nm0698764","Robert Prosky","m","1930-12-13","White"
"nm0001042","Lois Chiles","f","1947-4-15","White"
"nm0000349","Joan Cusack","f","1962-10-11","White"
"nm0352437","Peter Hackes","m","1924-6-2","-"
"nm0166061","Christian Clemenson","m","1958-3-17","White"
"nm0441302","Robert Katims","m","1933-4-22","-"
"nm0579116","Stephen Mendillo","m","1942-10-9","-"
"nm0794869","Kimber Shoop","m","undefined","-"
"nm0548328","Dwayne Markee","m","undefined","-"
"nm0416521","Gennie James","f","1976-12-27","-"
"nm0111857","Amy Brooks","f","1971-0-0","-"
"nm0919565","Jane Welch","f","undefined","-"
"nm0073086","Jonathan Benya","m","1981-3-23","-"
"nm0234664","Frank Doubleday","m","1945-1-28","White"
"nm0461069","Sally Knight","f","undefined","-"
"nm7682925","Manuel Alvarez","m","undefined","-"
"nm0883593","Luis Valderrama","m","undefined","-"
"nm0306111","Francisco García","m","undefined","-"
"nm0860934","Richard Thomsen","m","undefined","-"
"nm0070359","Nat Benchley","m","undefined","-"
"nm0313882","Marita Geraghty","f","1962-3-26","-"
"nm0087153","Nicholas D. Blanchet","m","undefined","-"
"nm0610529","Maura Moynihan","f","undefined","-"
"nm0513659","Chuck Lippman","m","undefined","-"
"nm0725487","Nannette Rickert","f","1930-1-13","-"
"nm0925517","Timothy W. White","m","undefined","-"
"nm0697266","Peggy Pridemore","f","undefined","-"
"nm0189727","Emily Crowley","f","undefined","-"
"nm2424498","Gerard Ender","m","undefined","-"
"nm0518931","David Long","m","undefined","-"
"nm0082486","Joshua Billings","m","undefined","-"
"nm0265328","Glenn Faigen","m","undefined","-"
"nm0340462","Robert Grevemberg Jr.","m","undefined","-"
"nm0670450","Richard Pehle","m","undefined","-"
"nm0290557","James V. Franco","m","undefined","-"
"nm0337982","Jimmy Mel Green","m","undefined","-"
"nm0729778","Raoul N. Rizik","m","1947-0-0","-"
"nm0803985","Mike Skehan","m","undefined","-"
"nm0120022","Franklyn L. Bullard","m","undefined","-"
"nm0746276","Glen Roven","m","undefined","-"
"nm0003299","Marc Shaiman","m","1959-10-22","-"
"nm0558602","Alex Mathews","m","undefined","-"
"nm1124742","Steve Smith","m","undefined","-"
"nm0006700","Martha Smith","f","1952-10-16","White"
"nm0370961","Cynthia B. Hayes","f","undefined","-"
"nm0633055","Dean Nitz","m","undefined","-"
"nm0880076","Phil Ugel","m","undefined","-"
"nm0906483","Lance Wain","m","undefined","-"
"nm0271124","Susan Marie Feldman","f","undefined","-"
"nm0137200","Jean Bourne Carinci","f","undefined","-"
"nm0271703","M. Fekade-Salassie","m","undefined","-"
"nm0332208","Gerald F. Gough","m","undefined","-"
"nm0711051","Robert Rasch","m","undefined","-"
"nm0909837","Robert Walsh","m","undefined","-"
"nm0000131","John Cusack","m","1966-6-28","White"
"nm0046138","John Badila","m","undefined","-"
"nm0251209","Heather Ehlers","f","undefined","-"
"nm0226965","Arlene M. Dillon","f","undefined","-"
"nm0760518","Sam Samuels","m","undefined","-"
"nm0214395","Rochelle Deering","f","undefined","-"
"nm0614066","Albert Murphy Sr.","m","undefined","-"
"nm0465705","Eleanore C. Kopecky","f","1915-3-21","-"
"nm0858951","J. Alan Thomas","m","1950-5-8","-"
"nm0045502","Hans Bachmann","m","undefined","-"
"nm0048287","Brad Baker","m","undefined","-"
"nm0123744","Tipper Burton","m","undefined","-"
"nm0213067","Richard DeAngelis","m","1932-0-0","-"
"nm1329707","Denise King","f","undefined","-"
"nm1870213","Nancy Kirk","f","undefined","-"
"nm0001669","Miranda Richardson","f","1958-3-3","White"
"nm0001653","Stephen Rea","m","1946-10-31","White"
"nm0001160","Adrian Dunbar","m","1958-8-1","White"
"nm0571337","Breffni McKenna","m","undefined","-"
"nm0767753","Joe Savino","m","undefined","-"
"nm0842092","Birdy Sweeney","m","1931-6-14","-"
"nm0001109","Jaye Davidson","m","1968-3-21","Multiracial"
"nm0076139","Andrée Bernard","f","undefined","-"
"nm0000980","Jim Broadbent","m","1949-5-24","White"
"nm0114460","Ralph Brown","m","1957-6-18","-"
"nm0805495","Tony Slattery","m","1959-11-9","White"
"nm0139727","Jack Carr","m","1944-11-21","-"
"nm0925023","Josephine White","f","undefined","-"
"nm0132849","Shar Campbell","m","undefined","-"
"nm0170958","Bryan Coleman","m","1911-1-29","-"
"nm0212548","Ray De-Haan","m","undefined","-"
"nm0187889","David Crionelly","m","undefined","-"
"nm0001475","John Lithgow","m","1945-10-19","White"
"nm0005508","Janine Turner","f","1962-12-6","White"
"nm0513010","Rex Linn","m","1956-11-13","White"
"nm0328751","Caroline Goodall","f","1959-11-13","-"
"nm0502442","Leon","m","1962-3-8","White"
"nm0265492","Craig Fairbrass","m","1964-0-0","-"
"nm0286111","Denis Forest","m","1960-9-5","-"
"nm0431662","Michelle Joyner","f","undefined","-"
"nm0001611","Max Perlich","m","1968-3-28","White"
"nm0934902","Paul Winfield","m","1939-5-22","Black"
"nm0906627","Ralph Waite","m","1928-6-22","White"
"nm0115121","Trey Brownell","m","undefined","-"
"nm0340260","Zach Grenier","m","1954-2-12","White"
"nm0749490","Vyto Ruginis","m","1956-0-0","White"
"nm0204493","Don S. Davis","m","1942-8-4","White"
"nm0398293","Scott Hoxby","m","1955-6-10","-"
"nm0278125","John Finn","m","1952-9-30","White"
"nm0569226","Bruce McGill","m","1950-7-11","White"
"nm0732152","Kim Robillard","m","1955-6-16","-"
"nm0565159","Jeff McCarthy","m","undefined","-"
"nm0918674","Mike Weis","m","undefined","-"
"nm0696006","Duncan Prentice","m","undefined","-"
"nm0232026","Kevin Donald","m","undefined","-"
"nm0090004","Jeff Blynn","m","1944-8-21","-"
"nm1565245","Thor","m","undefined","White"
"nm0004937","Jamie Foxx","m","1967-12-13","Black"
"nm0000586","Jada Pinkett Smith","f","1971-9-18","Black"
"nm0749263","Mark Ruffalo","m","1967-11-22","White"
"nm0000916","Peter Berg","m","1964-3-11","White"
"nm0377106","Barry Shabaka Henley","m","1954-9-15","Black"
"nm0429114","Richard T. Jones","m","1972-1-16","Black"
"nm0000849","Javier Bardem","m","1969-3-1","Hispanic"
"nm0729256","Emilio Rivera","m","1961-2-24","-"
"nm1408628","Jamie McBride","m","1969-4-6","-"
"nm0893501","Ken Waters","m","1969-8-23","-"
"nm0772782","Charlie E. Schmidt","m","undefined","-"
"nm0072715","Michael Bentt","m","1965-9-4","-"
"nm1658904","Ian Hannin","m","undefined","-"
"nm1219374","Robert Deamer","m","undefined","-"
"nm0581481","David Mersault","m","1958-8-19","-"
"nm1677494","Anthony Ochoa","m","undefined","-"
"nm1677495","Omar Orozco","m","undefined","-"
"nm1057604","Edgar Sánchez","m","undefined","-"
"nm1677519","Cosme Urquiola","m","undefined","-"
"nm0740951","Thomas Rosales Jr.","m","1948-2-3","-"
"nm0931898","Wade Williams","m","1961-12-24","-"
"nm0011882","Paul Adelstein","m","1969-4-29","White"
"nm1257110","Jessica Ferrarone","f","undefined","-"
"nm0088225","Troy Blendell","m","undefined","-"
"nm1488886","Inmo Yuon","m","undefined","-"
"nm0045552","Howard Bachrach","m","undefined","-"
"nm0199594","Chic Daniel","m","undefined","-"
"nm0159118","Corinne Chooey","f","1970-7-29","-"
"nm0448129","JoNell Kennedy","f","undefined","-"
"nm0468967","Steven Kozlowski","m","1977-4-22","-"
"nm0832241","Roger Stoneburner","m","1962-6-21","-"
"nm1677506","Rodney Sandberg","m","undefined","-"
"nm1677497","George Petrina","m","undefined","-"
"nm0212751","Donald Dean","m","undefined","-"
"nm1677492","Elliott Newman","m","undefined","-"
"nm1677523","Trevor Ware","m","undefined","-"
"nm1677464","Bobby English","m","undefined","-"
"nm1677457","Auggie Cavanagh","m","undefined","-"
"nm1677490","Ronald Muldrow","m","1949-2-2","-"
"nm0571681","Peter McKernan","m","undefined","-"
"nm0793279","Ivor Shier","m","undefined","-"
"nm0525442","Daniel Luján","m","undefined","-"
"nm1484716","Eddie Diaz","m","undefined","-"
"nm1255216","Joey Burns","m","undefined","-"
"nm0176613","John Convertino","m","undefined","-"
"nm0190357","Josh Cruze","m","undefined","-"
"nm1677468","Martin Flores","m","undefined","-"
"nm1677471","Rick Garcia","m","undefined","-"
"nm0325824","Larry G. Goldman","m","undefined","-"
"nm1677498","Maurilio Pineda","m","undefined","-"
"nm0803160","Dan Sistos","m","undefined","-"
"nm1677520","Jacob Valenzuela","m","undefined","-"
"nm1677522","Luis Villegas","m","undefined","-"
"nm0920979","Yussi Wenger","m","undefined","-"
"nm0005458","Jason Statham","m","1967-7-26","White"
"nm1475843","Ismeal Vidrio","m","undefined","-"
"nm0248631","Ron Eckert","m","undefined","-"
"nm1022349","Manuel Urrego","m","1953-4-14","-"
"nm1677532","Jessie Bernard","f","undefined","-"
"nm1616991","Luis Moncada","m","1977-7-18","-"
"nm1677569","Dyna Teal","f","undefined","-"
"nm0775533","Sandi Schroeder","f","undefined","-"
"nm1677527","Michael-John Wolfe","m","1972-4-3","-"
"nm0950969","Addie Yungmee","f","undefined","-"
"nm1550661","J.D. McElroy","m","undefined","-"
"nm1677553","Megan Hiratzka","f","undefined","-"
"nm1677547","Kate Gopacco","f","undefined","-"
"nm1677575","Christy Yi","f","undefined","-"
"nm1677530","Lisa Marie Basada","f","undefined","-"
"nm1116983","Wilson Wong","m","undefined","-"
"nm1677515","Mark Stainbrook","m","undefined","-"
"nm0596404","Brandon Molale","m","1971-11-24","-"
"nm1378365","Marianne M. Arreaga","f","undefined","-"
"nm0798795","Spike Silver","m","undefined","-"
"nm0586243","Ben Mihm","m","undefined","-"
"nm0744968","Niles Roth","m","undefined","-"
"nm1154609","Linda Asuma","f","undefined","-"
"nm0042042","Paul Aulicino","m","1966-5-26","-"
"nm1741914","Danny Del Toro","m","1970-6-6","-"
"nm1440149","Michael Dotson","m","1970-12-30","-"
"nm2640881","DTeflon","m","undefined","-"
"nm1945410","Tara Erickson","f","undefined","-"
"nm1271807","Jerald Garner","m","1976-12-4","-"
"nm1219022","Lila Gomez","f","undefined","-"
"nm1760145","Annabella Gutman","f","undefined","-"
"nm2018970","Laszlo Klima","m","1962-8-4","-"
"nm0473578","Mark Kubr","m","undefined","-"
"nm1050104","Pharaoh Lambert","m","undefined","-"
"nm1501273","Cameron Lee","m","undefined","-"
"nm0990530","Kyu C. Lee","m","1978-12-30","-"
"nm1939450","Janet Linn","f","undefined","-"
"nm0599639","Gino Montesinos","m","1977-1-15","-"
"nm3240017","Janessa Mun","f","undefined","-"
"nm1315406","Masami Okada","f","undefined","-"
"nm2242702","Janice Paik","f","undefined","-"
"nm1853155","Neil Patil","m","1979-1-8","-"
"nm0735324","Gary Rodriguez","m","1961-3-24","-"
"nm0756022","Tony Sagastizado I","m","1965-12-5","-"
"nm1735310","Emily VanSonnenberg","f","undefined","-"
"nm3542769","Emily Ming-An Wang","f","undefined","-"
"nm0915400","Michael Waxman","m","undefined","-"
"nm1494672","Henry T. Yamada","m","undefined","-"
"nm0000210","Julia Roberts","f","1967-10-28","White"
"nm0185475","Cylk Cozart","m","1957-2-1","-"
"nm0434676","Steve Kahan","m","1930-0-0","-"
"nm0018777","Terry Alexander","m","1947-3-23","-"
"nm0564107","Alex McArthur","m","1957-3-6","White"
"nm0572125","Rod McLachlan","m","1960-9-9","-"
"nm0693446","Michael Potts","m","undefined","-"
"nm0827529","Jim Sterling","m","undefined","-"
"nm0372890","Rich Hebert","m","1956-12-14","-"
"nm1183872","G.A. Aguilar","m","undefined","-"
"nm0479320","Cece Neber Labao","f","undefined","-"
"nm0870701","Saxon Trainor","f","undefined","-"
"nm0824317","Claudia Stedelin","f","1957-0-0","-"
"nm0413778","Leonard Jackson","m","1928-2-7","-"
"nm0316945","Donal Gibson","m","1958-2-13","-"
"nm0760973","Joanna Sanchez","f","undefined","-"
"nm0928795","Michael Shamus Wiles","m","1955-10-27","-"
"nm0780102","Mik Scriba","m","undefined","-"
"nm0928371","Patrick Wild","m","undefined","-"
"nm0497931","Mushond Lee","m","1967-9-17","-"
"nm0454313","Kevin Kindlin","m","undefined","-"
"nm0004949","Troy Garity","m","1973-7-7","White"
"nm0328987","J. Mills Goodloe","m","1971-11-15","-"
"nm0476044","Michael Kurtz","m","undefined","-"
"nm0462387","Peter Koch","m","1962-1-23","-"
"nm0476261","Nicholas Kusenko","m","1949-4-23","-"
"nm0538625","Karl Makinen","m","1970-12-15","-"
"nm0670224","Darren Peel","m","undefined","-"
"nm0171938","Marian Collier","f","1931-8-23","-"
"nm0363594","John Harms","m","undefined","-"
"nm0870265","Christine Toy Johnson","f","undefined","-"
"nm0462285","David Koch","m","1980-4-20","White"
"nm0807835","Danny Smith","m","undefined","-"
"nm0876166","Paul Tuerpe","m","undefined","-"
"nm0935921","Dean Winters","m","1964-7-20","White"
"nm0741045","José Ramón Rosario","m","undefined","-"
"nm0134494","Louis Cantarini","m","undefined","-"
"nm0859503","Sean Patrick Thomas","m","1970-12-17","Black"
"nm0414772","Peter Jacobson","m","undefined","White"
"nm0117307","Edita Brychta","f","1961-0-0","-"
"nm0021023","Sage Allen","f","undefined","-"
"nm0565336","Tom McCarthy","m","1966-1-30","-"
"nm0901085","K.T. Vogt","f","undefined","-"
"nm0267203","Joshua Fardon","m","1965-10-23","-"
"nm0526406","Joan Lunden","f","1950-9-19","White"
"nm0567386","Charles McDaniel","m","1930-8-28","-"
"nm0651953","Matte Osian","m","undefined","-"
"nm0800453","Dave Simonds","m","1961-7-27","-"
"nm0389069","Rick Hoffman","m","1970-6-12","White"
"nm0741959","Edward J. Rosen","m","undefined","-"
"nm0719037","Bert Remsen","m","1925-2-25","White"
"nm0800463","Lincoln Simonds","m","undefined","-"
"nm0376347","Bill Henderson","m","1926-3-19","-"
"nm0217418","Jay Della","m","1926-8-6","-"
"nm0646869","James Oliver","m","1948-12-8","-"
"nm0658617","Kerry McCullen Palmisano","f","undefined","-"
"nm0658624","Victory Palmisano","f","undefined","-"
"nm0063055","Kate Bayley","f","undefined","-"
"nm0384836","Irene Hilleary","f","undefined","-"
"nm0822463","Don Stanley","m","undefined","-"
"nm0587810","Lorna R. Millen","f","undefined","-"
"nm0713728","Brad Rea","m","undefined","-"
"nm0888329","Jim Van Wyck","m","undefined","-"
"nm0581289","Jayson Merrill","m","undefined","-"
"nm0185621","Dan Cracchiolo","m","1965-1-31","-"
"nm0006701","John Schwartzman","m","1960-10-18","-"
"nm0455172","Raymond King","m","undefined","-"
"nm0186818","Jared Crawford","m","undefined","-"
"nm0334116","Jeremy A. Graham","m","undefined","-"
"nm0763558","Chad Santiago","m","undefined","-"
"nm0607586","Christo Morse","m","undefined","-"
"nm0637783","Daniel Nugent","m","undefined","-"
"nm0491054","Andrew Lauren","m","1969-0-0","-"
"nm0770031","Tom Schanley","m","1961-5-5","-"
"nm0863024","Kenneth Tigar","m","1942-9-24","-"
"nm0490747","Maureen Lauder","f","undefined","-"
"nm0940200","Judith Woodbury","f","1922-3-16","-"
"nm0310542","James W. Gavin","m","1935-3-13","-"
"nm0148844","Al Cerullo","m","undefined","-"
"nm0732462","Charles W. Robinson","m","undefined","White"
"nm0154521","Robert Chaves","m","undefined","-"
"nm0281636","Cliff Fleming","m","1950-0-0","-"
"nm0001149","Richard Donner","m","1930-4-24","White"
"nm0006354","Steve Lee","m","1965-2-21","-"
"nm0521538","Beau Lotterman","m","undefined","-"
"nm0625358","Erik L. Nelson","m","undefined","-"
"nm0658795","Raffi Paloulian","m","undefined","-"
"nm0696744","Judy Prianti","f","undefined","-"
"nm0801006","George Simpson","m","1944-11-10","-"
"nm0911652","Justin Ward","m","undefined","-"
"nm0540441","Jena Malone","f","1984-11-21","White"
"nm0001209","William Fichtner","m","1956-11-27","White"
"nm0156341","Sami Chester","m","undefined","-"
"nm0573934","Timothy McNeil","m","1958-0-0","-"
"nm0839647","Laura Elena Surillo","f","undefined","-"
"nm0000190","Matthew McConaughey","m","1969-11-4","White"
"nm0835231","Henry Strozier","m","undefined","-"
"nm0149246","Michael Chaban","m","undefined","-"
"nm0242882","Max Martini","m","1969-12-11","White"
"nm0307775","Thomas Garner","m","undefined","-"
"nm0157952","Conroy Chino","m","undefined","-"
"nm0317516","Dan Gifford","m","undefined","-"
"nm0000249","James Woods","m","1947-4-18","White"
"nm0884012","Vance Valencia","m","undefined","-"
"nm0000291","Angela Bassett","f","1958-8-16","Black"
"nm0445899","Donna Kelley","f","undefined","-"
"nm2387518","Leon Harris","m","undefined","-"
"nm0794091","Claire Shipman","f","1962-0-0","White"
"nm0012737","Behrooz Afrakhan","m","undefined","-"
"nm0620217","Saemi Nakamura","f","undefined","-"
"nm0037160","Maria Celeste Arraras","f","1960-9-27","-"
"nm0814832","Tabitha Soren","f","1967-8-19","White"
"nm0729273","Geraldo Rivera","m","1943-7-4","Hispanic"
"nm0924369","Ian Whitcomb","m","1941-7-10","-"
"nm0005143","Jay Leno","m","1950-4-28","White"
"nm0020858","Natalie Allen","f","undefined","-"
"nm0636912","Robert D. Novak","m","1931-2-26","-"
"nm0274170","Geraldine A. Ferraro","f","1935-8-26","-"
"nm0238668","Ann Druyan","f","1949-6-13","White"
"nm0000507","Rob Lowe","m","1964-3-17","White"
"nm0000998","Jake Busey","m","1971-6-15","White"
"nm1154352","Kathleen Kennedy","f","undefined","White"
"nm0003320","Michael Albala","m","undefined","-"
"nm0626704","Ned Netterville","m","undefined","-"
"nm0497735","Leo Lee","m","undefined","-"
"nm0000457","John Hurt","m","1940-1-22","White"
"nm0430221","William Jordan","m","1937-10-13","-"
"nm0820574","David St. James","m","1947-9-4","-"
"nm0234852","Jill Dougherty","f","undefined","-"
"nm0111701","Haynes Brooke","m","undefined","-"
"nm0391098","John Holliman","m","1948-10-23","-"
"nm0061428","Bobbie Battista","f","undefined","White"
"nm0616685","Dee Dee Myers","f","1961-9-1","White"
"nm0347910","Bryant Gumbel","m","1948-9-29","Black"
"nm0813014","Linden Soles","m","1956-10-26","-"
"nm0285885","Steven Ford","m","1956-5-19","White"
"nm0954754","Alexander Zemeckis","m","undefined","-"
"nm0677200","Janie Peterson","f","undefined","-"
"nm0050177","Jennifer Balgobin","f","undefined","-"
"nm0357734","Anthony Hamilton","m","1955-5-4","Black"
"nm0079533","Rebecca T. Beucler","f","undefined","-"
"nm0531333","Marc Macaulay","m","1957-10-13","-"
"nm0932913","Pamela Wilsey","f","undefined","-"
"nm0806613","Tucker Smallwood","m","1944-2-22","Black"
"nm0425329","Jeffery Thomas Johnson","m","undefined","-"
"nm0645785","Yuji Okumoto","m","1959-4-20","-"
"nm0341204","Gerry Griffin","m","1934-12-25","-"
"nm0022579","Brian Alston","m","undefined","-"
"nm0253807","Rob Elk","m","undefined","-"
"nm0859718","Mark Thomason","m","undefined","-"
"nm0721102","José Rey","m","undefined","-"
"nm0106465","Todd Patrick Breaugh","m","undefined","-"
"nm0891514","Alex Veadov","m","1962-4-15","-"
"nm0476278","Alice Kushida","f","undefined","-"
"nm0303981","Robin Gammell","m","1936-9-22","-"
"nm0607665","Richardson Morse","m","undefined","-"
"nm0645509","Seiji Okamura","m","undefined","-"
"nm0789615","Bernard Shaw","m","1940-5-22","White"
"nm0847342","Mak Takano","m","undefined","-"
"nm0849081","Hiroshi Tom Tanaka","m","undefined","-"
"nm0200789","Catherine Dao","f","undefined","-"
"nm0935955","Kristoffer Ryan Winters","m","1973-11-3","-"
"nm0035930","Valorie Armstrong","f","1941-10-25","-"
"nm0383820","Jim Hild","m","undefined","-"
"nm2074358","William L. Thomas","m","undefined","-"
"nm0600205","Diego Montoya","m","undefined","-"
"nm0013462","Robert Aguilar Jr.","m","undefined","-"
"nm0035842","Neil Armstrong","m","1930-8-5","White"
"nm0047387","Mark Bailey","m","1934-8-8","-"
"nm1003906","Matt Bennett","m","1974-7-29","-"
"nm1406053","Tony Boldi","m","undefined","-"
"nm0102020","Christopher Boyer","m","1960-3-10","-"
"nm0176941","Candice T. Cain","f","1976-9-23","-"
"nm0166128","Aixa Clemente","f","undefined","-"
"nm0001051","Bill Clinton","?","1946-8-19","White"
"nm1017844","Derrick Damions","m","undefined","-"
"nm0204556","Elaina Erika Davis","f","undefined","-"
"nm0219790","Joey Dente","m","undefined","-"
"nm3484856","Michael Egan","m","undefined","-"
"nm3176130","Jeff Elmore","m","undefined","-"
"nm1783062","Pamela Fischer","f","undefined","-"
"nm0318784","Carl Gilliard","m","1958-4-18","-"
"nm0386944","Adolf Hitler","?","1889-4-20","White"
"nm0438202","William B. Kaplan","m","undefined","-"
"nm0591247","Ming Lo","m","undefined","-"
"nm0517778","Sunshine Logroño","m","1951-11-1","-"
"nm0531274","Douglas MacArthur","?","1880-1-26","White"
"nm0558126","Neal Matarazzo","m","1962-6-8","-"
"nm0565191","Joseph McCarthy","?","1908-11-14","White"
"nm5179968","Cassidy McMillan","f","undefined","-"
"nm1837721","Molly Mueller","f","undefined","-"
"nm0662475","Marisa Petroro","f","1972-2-11","-"
"nm2205529","Errica Poindexter","f","undefined","-"
"nm0696430","J.A. Preston","m","1932-11-13","Black"
"nm1767430","Frank Principe","m","undefined","-"
"nm3300759","Thomas Reid","m","1962-4-18","White"
"nm1273857","Leo Rogstad","m","undefined","-"
"nm0740483","Franklin D. Roosevelt","?","1882-1-30","White"
"nm1455770","Russell Sanderlin Sr.","m","1948-4-15","-"
"nm0798312","Frank Silva","m","1959-4-20","-"
"nm6771526","John A. Taylor","m","undefined","-"
"nm0860791","Todd Thompson","m","1971-1-2","-"
"nm4658425","Richard Allen Waite","m","1974-4-27","-"
"nm0920829","Eric Alan Wendell","m","1973-6-12","-"
"nm0216257","Delaney Williams","m","1962-12-12","White"
"nm2950217","Gregory L. Williams","m","undefined","-"
"nm0934595","Walter Winchell","m","1897-4-7","White"
"nm0000334","Yun-Fat Chow","m","1955-5-18","-"
"nm0000706","Michelle Yeoh","f","1962-8-6","Asian"
"nm0955471","Ziyi Zhang","f","1979-2-9","Asian"
"nm0151654","Chen Chang","m","1976-10-14","-"
"nm0485950","Sihung Lung","m","1930-1-1","-"
"nm0155607","Pei-Pei Cheng","f","1946-12-4","-"
"nm0508329","Fa Zeng Li","m","undefined","-"
"nm0304723","Xian Gao","m","undefined","-"
"nm0354016","Yan Hai","f","undefined","-"
"nm0910879","De Ming Wang","m","undefined","-"
"nm1276375","Li Li","f","undefined","-"
"nm0399048","Su Ying Huang","f","1919-1-0","-"
"nm0955363","Jin Ting Zhang","m","undefined","-"
"nm0946046","Rui Yang","f","1979-11-12","-"
"nm0508441","Kai Li","m","undefined","-"
"nm0271801","Jian Hua Feng","m","undefined","-"
"nm0239008","Zhen Xi Du","m","undefined","-"
"nm0944623","Cheng Lin Xu","m","undefined","-"
"nm0510877","Feng Lin","m","undefined","-"
"nm0911065","Wen Sheng Wang","m","undefined","-"
"nm0814265","Dong Song","m","undefined","-"
"nm0530904","Zhong Xuan Ma","m","undefined","-"
"nm0508346","Bao Cheng Li","m","undefined","-"
"nm0946090","Yong De Yang","m","undefined","-"
"nm0955403","Shao Jun Zhang","m","undefined","-"
"nm0530881","Ning Ma","f","undefined","-"
"nm0955805","Jian Min Zhu","m","undefined","-"
"nm0231841","Chang Cheng Dong","m","undefined","-"
"nm0793391","Yi Shih","f","undefined","-"
"nm0155162","Bin Chen","m","undefined","-"
"nm0151808","Sao Chen Chang","m","undefined","-"
"nm0000177","Kevin Kline","m","1947-10-24","White"
"nm0001449","Frank Langella","m","1938-1-1","White"
"nm0000609","Ving Rhames","m","1959-5-12","Black"
"nm0001426","Ben Kingsley","m","1943-12-31","Multiracial"
"nm0001301","Charles Grodin","m","1935-4-21","White"
"nm0697650","Faith Prince","f","1957-8-6","-"
"nm0001473","Laura Linney","f","1964-2-5","White"
"nm0001372","Bonnie Hunt","f","1961-9-22","White"
"nm0046373","Parley Baer","m","1914-8-5","White"
"nm0317369","Stefan Gierasch","m","1926-2-5","-"
"nm0807332","Anna Deavere Smith","f","1950-9-18","Black "
"nm0356251","Charles Hallahan","m","1943-7-29","-"
"nm0648479","Alba Oms","f","undefined","-"
"nm0760185","Kellen Sampson","m","undefined","-"
"nm0081880","Lexie Bigham","m","1968-8-4","-"
"nm0115283","Ronald Brownstein","m","undefined","-"
"nm0230067","Chris Dodd","m","1944-5-27","White"
"nm0363146","Tom Harkin","m","1939-11-19","White"
"nm0435576","Bernard Kalb","m","1922-2-4","White"
"nm0455911","Michael Kinsley","m","1951-3-9","White"
"nm0542533","Frank Mankiewicz","m","1924-5-16","-"
